Admin0,Admin1,Population,Year,Dataset
Japan,Tochigi,1971278,2018,LandScan Global
Japan,Tokushima,768814,2018,LandScan Global
Japan,Tokyo,12862738,2018,LandScan Global
Japan,Tottori,576901,2018,LandScan Global
Japan,Toyama,1075904,2018,LandScan Global
Japan,Wakayama,965004,2018,LandScan Global
Japan,Yamagata,1200306,2018,LandScan Global
Japan,Yamaguchi,1386499,2018,LandScan Global
Japan,Yamanashi,850837,2018,LandScan Global
Jordan,Ajlun,201103,2018,LandScan Global
Jordan,Al 'Aqabah,177089,2018,LandScan Global
Jordan,Al Balqa',594805,2018,LandScan Global
Jordan,Al Karak,355697,2018,LandScan Global
Jordan,Al Mafraq,745277,2018,LandScan Global
Jordan,Al 'Asimah,3768936,2018,LandScan Global
Jordan,At Tafilah,129261,2018,LandScan Global
Jordan,Az Zarqa',1287200,2018,LandScan Global
Jordan,Irbid,1941873,2018,LandScan Global
Jordan,Jarash,277369,2018,LandScan Global
Jordan,Ma'an,175632,2018,LandScan Global
Jordan,Madaba,243033,2018,LandScan Global
Kuwait,Al Ahmadi,539716,2018,LandScan Global
Kuwait,Al 'Asimah,293666,2018,LandScan Global
Kuwait,Al Farwaniyah,840352,2018,LandScan Global
Kuwait,Al Jahra',390223,2018,LandScan Global
Kuwait,Hawalli,614408,2018,LandScan Global
Kuwait,Mubarak al Kabir,236429,2018,LandScan Global
Laos,Attapu,164116,2018,LandScan Global
Laos,Bokeo,232891,2018,LandScan Global
Laos,Bolikhamxai,263534,2018,LandScan Global
Laos,Champasak,752834,2018,LandScan Global
Laos,Houaphan,368589,2018,LandScan Global
Laos,Khammouan,434837,2018,LandScan Global
Laos,Louangnamtha,198100,2018,LandScan Global
Laos,Louangphabang,480150,2018,LandScan Global
Laos,Oudomxai,293081,2018,LandScan Global
Laos,Phongsali,211699,2018,LandScan Global
Laos,Salavan,422711,2018,LandScan Global
Laos,Savannakhet,1073790,2018,LandScan Global
Laos,Xekong,93516,2018,LandScan Global
Laos,Viangchan,501474,2018,LandScan Global
Laos,Viangchan Prefecture,893522,2018,LandScan Global
Laos,Xaignabouli,409243,2018,LandScan Global
Laos,Xaisomboun,37560,2018,LandScan Global
Laos,Xiangkhouang,301100,2018,LandScan Global
Lesotho,Berea,250553,2018,LandScan Global
Lesotho,Butha-Buthe,117221,2018,LandScan Global
Lesotho,Leribe,323959,2018,LandScan Global
Lesotho,Mafeteng,175562,2018,LandScan Global
Lesotho,Maseru,501571,2018,LandScan Global
Lesotho,Mohale's Hoek,160651,2018,LandScan Global
Lesotho,Mokhotlong,97438,2018,LandScan Global
Lesotho,Qacha's Nek,72048,2018,LandScan Global
Lesotho,Quthing,114587,2018,LandScan Global
Lesotho,Thaba-Tseka,133748,2018,LandScan Global
Liberia,Bomi,111868,2018,LandScan Global
Liberia,Bong,450171,2018,LandScan Global
Liberia,Gbarpolu,115719,2018,LandScan Global
Liberia,Grand Bassa,310637,2018,LandScan Global
Liberia,Grand Cape Mount,170341,2018,LandScan Global
Liberia,Grand Gedeh,171247,2018,LandScan Global
Liberia,Grand Kru,69843,2018,LandScan Global
Liberia,Lofa,370956,2018,LandScan Global
Liberia,Margibi,264182,2018,LandScan Global
Liberia,Maryland,178260,2018,LandScan Global
Liberia,Montserrado,1567577,2018,LandScan Global
Liberia,Nimba,640040,2018,LandScan Global
Liberia,River Gee,93561,2018,LandScan Global
Liberia,River Cess,88323,2018,LandScan Global
Liberia,Sinoe,132158,2018,LandScan Global
Libya,Al Butnan,186228,2018,LandScan Global
Libya,Al Jabal al Akhdar,361388,2018,LandScan Global
Libya,Al Jabal al Gharbi,249217,2018,LandScan Global
Libya,Al Jafarah,495451,2018,LandScan Global
Libya,Al Jufrah,62178,2018,LandScan Global
Libya,Al Kufrah,57695,2018,LandScan Global
Libya,Al Marj,218138,2018,LandScan Global
Libya,Al Marqab,514160,2018,LandScan Global
Libya,Al Wahat,214007,2018,LandScan Global
Libya,An Nuqat al Khams,340044,2018,LandScan Global
Libya,Az Zawiyah,399130,2018,LandScan Global
Libya,Banghazi,798207,2018,LandScan Global
Libya,Darnah,194361,2018,LandScan Global
Libya,Ghat,27712,2018,LandScan Global
Libya,Misratah,648831,2018,LandScan Global
Libya,Murzuq,95397,2018,LandScan Global
Libya,Nalut,112136,2018,LandScan Global
Libya,Sabha,158930,2018,LandScan Global
Libya,Surt,168973,2018,LandScan Global
Libya,Tarabulus,1256906,2018,LandScan Global
Libya,Wadi al Hayat,89807,2018,LandScan Global
Libya,Wadi ash Shati',93700,2018,LandScan Global
Madagascar,Toamasina,3839034,2018,LandScan Global
Madagascar,Fianarantsoa,5355247,2018,LandScan Global
Madagascar,Antananarivo,7444353,2018,LandScan Global
Madagascar,Toliara,3871156,2018,LandScan Global
Madagascar,Mahajanga,3066400,2018,LandScan Global
Madagascar,Antsiranana,1940382,2018,LandScan Global
Malaysia,Johor,3618822,2018,LandScan Global
Malaysia,Kedah,2017314,2018,LandScan Global
Malaysia,Kelantan,1835863,2018,LandScan Global
Malaysia,Kuala Lumpur,2075288,2018,LandScan Global
Malaysia,Labuan,89834,2018,LandScan Global
Malaysia,Melaka,838981,2018,LandScan Global
Malaysia,Negeri Sembilan,1108226,2018,LandScan Global
Malaysia,Pahang,1611737,2018,LandScan Global
Malaysia,Perak,2419506,2018,LandScan Global
Malaysia,Perlis,336691,2018,LandScan Global
Malaysia,Pulau Pinang,1709641,2018,LandScan Global
Malaysia,Sabah,3691467,2018,LandScan Global
Malaysia,Sarawak,2734328,2018,LandScan Global
Malaysia,Terengganu,1201583,2018,LandScan Global
Mali,Bamako,2314284,2018,LandScan Global
Mali,Kayes,2531969,2018,LandScan Global
Mali,Kidal,79246,2018,LandScan Global
Mali,Koulikoro,3061473,2018,LandScan Global
Mali,Mopti,2586128,2018,LandScan Global
Mali,Segou,2959659,2018,LandScan Global
Mali,Sikasso,3357394,2018,LandScan Global
Mauritania,Adrar,68108,2018,LandScan Global
Mauritania,Assaba,353864,2018,LandScan Global
Mauritania,Brakna,325830,2018,LandScan Global
Mauritania,Dakhlet Nouadhibou,128962,2018,LandScan Global
Mauritania,Gorgol,348074,2018,LandScan Global
Mauritania,Guidimaka,281679,2018,LandScan Global
Mauritania,Hodh ech Chargui,462270,2018,LandScan Global
Mauritania,Hodh el Gharbi,316509,2018,LandScan Global
Mauritania,Inchiri,21032,2018,LandScan Global
Mauritania,Nouakchott Sud,323542,2018,LandScan Global
Mauritania,Tagant,85156,2018,LandScan Global
Mauritania,Tiris Zemmour,57834,2018,LandScan Global
Mauritania,Trarza,285626,2018,LandScan Global
Mauritius,Agalega Islands,296,2018,LandScan Global
Mauritius,Black River,84089,2018,LandScan Global
Mauritius,Flacq,153872,2018,LandScan Global
Mauritius,Grand Port,118457,2018,LandScan Global
Mauritius,Moka,89978,2018,LandScan Global
Mauritius,Pamplemousses,108849,2018,LandScan Global
Mauritius,Plaines Wilhems,407977,2018,LandScan Global
Mauritius,Port Louis,160939,2018,LandScan Global
Mauritius,Riviere du Rempart,114283,2018,LandScan Global
Mauritius,Rodrigues,41479,2018,LandScan Global
Mauritius,Savanne,72177,2018,LandScan Global
Mexico,Aguascalientes,1385774,2018,LandScan Global
Mexico,Baja California,3469921,2018,LandScan Global
Mexico,Baja California Sur,713386,2018,LandScan Global
Mexico,Campeche,901331,2018,LandScan Global
Mexico,Chiapas,5505075,2018,LandScan Global
Mexico,Chihuahua,3769620,2018,LandScan Global
Mexico,Coahuila,3136156,2018,LandScan Global
Mexico,Colima,710235,2018,LandScan Global
Mexico,Ciudad de Mexico,9844534,2018,LandScan Global
Mexico,Durango,1826496,2018,LandScan Global
Mexico,Guanajuato,6139656,2018,LandScan Global
Mexico,Guerrero,3589547,2018,LandScan Global
Mexico,Hidalgo,3004513,2018,LandScan Global
Mexico,Jalisco,8242042,2018,LandScan Global
Mexico,Mexico,16617349,2018,LandScan Global
Mexico,Michoacan,4870626,2018,LandScan Global
Mexico,Morelos,2007031,2018,LandScan Global
Mexico,Nayarit,1201970,2018,LandScan Global
Mexico,Nuevo Leon,5397275,2018,LandScan Global
Mexico,Oaxaca,4192050,2018,LandScan Global
Mexico,Puebla,6574838,2018,LandScan Global
Mexico,Queretaro,2146284,2018,LandScan Global
Mexico,Quintana Roo,1475590,2018,LandScan Global
Mexico,San Luis Potosi,2861575,2018,LandScan Global
Mexico,Sinaloa,2997180,2018,LandScan Global
Mexico,Sonora,2967049,2018,LandScan Global
Mexico,Tabasco,2498675,2018,LandScan Global
Mexico,Tamaulipas,3613448,2018,LandScan Global
Mexico,Tlaxcala,1271532,2018,LandScan Global
Mexico,Veracruz,8536025,2018,LandScan Global
Mexico,Yucatan,2196394,2018,LandScan Global
Mexico,Zacatecas,1660435,2018,LandScan Global
Moldova,Anenii Noi,79116,2018,LandScan Global
Moldova,Balti,99691,2018,LandScan Global
Moldova,Bender,78511,2018,LandScan Global
Moldova,Basarabeasca,23280,2018,LandScan Global
Moldova,Briceni,72112,2018,LandScan Global
Moldova,Cahul,109384,2018,LandScan Global
Moldova,Calarasi,67912,2018,LandScan Global
Moldova,Cantemir,55776,2018,LandScan Global
Moldova,Causeni,127695,2018,LandScan Global
Moldova,Chisinau,493137,2018,LandScan Global
Moldova,Cimislia,52533,2018,LandScan Global
Moldova,Criuleni,77329,2018,LandScan Global
Moldova,Donduseni,39299,2018,LandScan Global
Moldova,Drochia,77494,2018,LandScan Global
Moldova,Dubasari,30626,2018,LandScan Global
Moldova,Edinet,74975,2018,LandScan Global
Moldova,Falesti,84518,2018,LandScan Global
Moldova,Floresti,80867,2018,LandScan Global
Moldova,Gagauzia,140421,2018,LandScan Global
Moldova,Glodeni,53229,2018,LandScan Global
Moldova,Hincesti,109823,2018,LandScan Global
Moldova,Ialoveni,96820,2018,LandScan Global
Moldova,Leova,45402,2018,LandScan Global
Moldova,Nisporeni,54872,2018,LandScan Global
Moldova,Ocnita,63925,2018,LandScan Global
Moldova,Orhei,106264,2018,LandScan Global
Moldova,Rezina,45573,2018,LandScan Global
Moldova,Riscani,62468,2018,LandScan Global
Moldova,Singerei,89098,2018,LandScan Global
Moldova,Soldanesti,39179,2018,LandScan Global
Moldova,Soroca,83952,2018,LandScan Global
Moldova,Stefan Voda,65569,2018,LandScan Global
Moldova,Stinga Nistrului,370794,2018,LandScan Global
Moldova,Straseni,87228,2018,LandScan Global
Moldova,Taraclia,38451,2018,LandScan Global
Moldova,Telenesti,63978,2018,LandScan Global
Moldova,Ungheni,96397,2018,LandScan Global
Mongolia,Arhangay,93986,2018,LandScan Global
Mongolia,Bayanhongor,86397,2018,LandScan Global
Mongolia,Bayan-Olgiy,100666,2018,LandScan Global
Mongolia,Bulgan,62778,2018,LandScan Global
Mongolia,Darhan-Uul,98833,2018,LandScan Global
Mongolia,Dornod,79983,2018,LandScan Global
Mongolia,Dornogovi,67374,2018,LandScan Global
Mongolia,Dundgovi,46272,2018,LandScan Global
Mongolia,Govi-Altay,56999,2018,LandScan Global
Mongolia,Govisumber,17224,2018,LandScan Global
Mongolia,Hentiy,75314,2018,LandScan Global
Mongolia,Hovd,86827,2018,LandScan Global
Mongolia,Hovsgol,130593,2018,LandScan Global
Mongolia,Orhon,99107,2018,LandScan Global
Mongolia,Selenge,111441,2018,LandScan Global
Mongolia,Suhbaatar,60539,2018,LandScan Global
Mongolia,Tov,95089,2018,LandScan Global
Mongolia,Ulaanbaatar,1403273,2018,LandScan Global
Mongolia,Omnogovi,64976,2018,LandScan Global
Mongolia,Uvs,82002,2018,LandScan Global
Mongolia,Ovorhangay,114798,2018,LandScan Global
Mongolia,Dzavhan,71608,2018,LandScan Global
Namibia,Zambezi,119800,2018,LandScan Global
Namibia,Erongo,200938,2018,LandScan Global
Namibia,Hardap,95062,2018,LandScan Global
Namibia,Karas,92142,2018,LandScan Global
Namibia,Khomas,469760,2018,LandScan Global
Namibia,Kunene,110497,2018,LandScan Global
Namibia,Ohangwena,281488,2018,LandScan Global
Namibia,Omaheke,79361,2018,LandScan Global
Namibia,Omusati,268623,2018,LandScan Global
Namibia,Oshana,206075,2018,LandScan Global
Namibia,Oshikoto,211863,2018,LandScan Global
Namibia,Otjozondjupa,167338,2018,LandScan Global
Netherlands,Drenthe,514995,2018,LandScan Global
Netherlands,Flevoland,390844,2018,LandScan Global
Netherlands,Fryslan,652348,2018,LandScan Global
Netherlands,Gelderland,2130425,2018,LandScan Global
Netherlands,Groningen,567767,2018,LandScan Global
Netherlands,Limburg,1131738,2018,LandScan Global
Netherlands,Noord-Brabant,2538097,2018,LandScan Global
Netherlands,Noord-Holland,3198457,2018,LandScan Global
Netherlands,Overijssel,1074459,2018,LandScan Global
Netherlands,Utrecht,1265149,2018,LandScan Global
Netherlands,Zeeland,371608,2018,LandScan Global
Netherlands,Zuid-Holland,3164712,2018,LandScan Global
Nicaragua,Boaco,172402,2018,LandScan Global
Nicaragua,Carazo,189272,2018,LandScan Global
Nicaragua,Costa Caribe Norte,472481,2018,LandScan Global
Nicaragua,Costa Caribe Sur,377321,2018,LandScan Global
Nicaragua,Chinandega,401216,2018,LandScan Global
Nicaragua,Chontales,179679,2018,LandScan Global
Nicaragua,Esteli,216039,2018,LandScan Global
Nicaragua,Granada,200686,2018,LandScan Global
Nicaragua,Jinotega,437283,2018,LandScan Global
Nicaragua,Leon,401495,2018,LandScan Global
Nicaragua,Madriz,155453,2018,LandScan Global
Nicaragua,Managua,1423734,2018,LandScan Global
Nicaragua,Masaya,353572,2018,LandScan Global
Nicaragua,Matagalpa,549335,2018,LandScan Global
Nicaragua,Nueva Segovia,245993,2018,LandScan Global
Nicaragua,Rio San Juan,115470,2018,LandScan Global
Nicaragua,Rivas,164888,2018,LandScan Global
Niger,Agadez,571341,2018,LandScan Global
Niger,Diffa,660865,2018,LandScan Global
Niger,Dosso,2353703,2018,LandScan Global
Niger,Maradi,3908241,2018,LandScan Global
Niger,Niamey,1149831,2018,LandScan Global
Niger,Tahoua,3826588,2018,LandScan Global
Niger,Tillaberi,3177897,2018,LandScan Global
Niger,Zinder,4068561,2018,LandScan Global
Nigeria,Abia,3804775,2018,LandScan Global
Nigeria,Federal Capital Territory,3898746,2018,LandScan Global
Nigeria,Adamawa,4286179,2018,LandScan Global
Nigeria,Akwa Ibom,5356656,2018,LandScan Global
Nigeria,Anambra,5505256,2018,LandScan Global
Nigeria,Bauchi,6879358,2018,LandScan Global
Nigeria,Bayelsa,2335715,2018,LandScan Global
Nigeria,Benue,5743684,2018,LandScan Global
Nigeria,Borno,6438203,2018,LandScan Global
Nigeria,Cross River,3929889,2018,LandScan Global
Nigeria,Delta,5512070,2018,LandScan Global
Nigeria,Ebonyi,2894129,2018,LandScan Global
Nigeria,Edo,4322561,2018,LandScan Global
Nigeria,Ekiti,3268641,2018,LandScan Global
Nigeria,Enugu,4444099,2018,LandScan Global
Nigeria,Gombe,3229432,2018,LandScan Global
Nigeria,Imo,5436840,2018,LandScan Global
Nigeria,Jigawa,5679155,2018,LandScan Global
Nigeria,Kaduna,8227219,2018,LandScan Global
Nigeria,Kano,12824437,2018,LandScan Global
Nigeria,Katsina,7833814,2018,LandScan Global
Nigeria,Kebbi,4720762,2018,LandScan Global
Nigeria,Kogi,4389650,2018,LandScan Global
Nigeria,Kwara,3230050,2018,LandScan Global
Nigeria,Lagos,19198051,2018,LandScan Global
Nigeria,Nasarawa,2538154,2018,LandScan Global
Nigeria,Niger,5441425,2018,LandScan Global
Nigeria,Ogun,6087828,2018,LandScan Global
Nigeria,Ondo,4659292,2018,LandScan Global
Nigeria,Osun,4665275,2018,LandScan Global
Nigeria,Oyo,7681653,2018,LandScan Global
Nigeria,Plateau,4284621,2018,LandScan Global
Nigeria,Rivers,7487938,2018,LandScan Global
Nigeria,Sokoto,5702329,2018,LandScan Global
Nigeria,Taraba,3087524,2018,LandScan Global
Nigeria,Yobe,3931363,2018,LandScan Global
Nigeria,Zamfara,4260525,2018,LandScan Global
North Korea,Hambuk,1898068,2018,LandScan Global
North Korea,Hamnam,2992359,2018,LandScan Global
North Korea,Hwangbuk,1949425,2018,LandScan Global
North Korea,Hwangnam,2721005,2018,LandScan Global
North Korea,Chagang,1429763,2018,LandScan Global
North Korea,Kaesong,361567,2018,LandScan Global
North Korea,Kangwon,1881770,2018,LandScan Global
North Korea,Rason,165910,2018,LandScan Global
North Korea,Namp'o,636494,2018,LandScan Global
North Korea,P'yongbuk,3502108,2018,LandScan Global
North Korea,P'yongnam,3533621,2018,LandScan Global
North Korea,P'yongyang,3442210,2018,LandScan Global
North Korea,Ryanggang,765815,2018,LandScan Global
Norway,Akershus,643718,2018,LandScan Global
Norway,Aust-Agder,116897,2018,LandScan Global
Norway,Buskerud,287326,2018,LandScan Global
Norway,Finnmark,70727,2018,LandScan Global
Norway,Hedmark,200184,2018,LandScan Global
Norway,Hordaland,509212,2018,LandScan Global
Norway,More og Romsdal,232251,2018,LandScan Global
Norway,Nordland,217742,2018,LandScan Global
Norway,Troms,453984,2018,LandScan Global
Norway,Ostfold,294890,2018,LandScan Global
Norway,Oppland,192796,2018,LandScan Global
Norway,Oslo,651462,2018,LandScan Global
Norway,Rogaland,465316,2018,LandScan Global
Norway,Sogn og Fjordane,103220,2018,LandScan Global
Norway,Telemark,174150,2018,LandScan Global
Norway,Trondelag,151319,2018,LandScan Global
Norway,Vest-Agder,184782,2018,LandScan Global
Norway,Vestfold,249175,2018,LandScan Global
Oman,Ad Dakhiliyah,544768,2018,LandScan Global
Oman,Az Zahirah,252748,2018,LandScan Global
Oman,Shamal al Batinah,797880,2018,LandScan Global
Oman,Janub al Batinah,486588,2018,LandScan Global
Oman,Al Buraymi,131294,2018,LandScan Global
Oman,Al Wusta,66789,2018,LandScan Global
Oman,Shamal ash Sharqiyah,270223,2018,LandScan Global
Oman,Janub ash Sharqiyah,311054,2018,LandScan Global
Oman,Zufar,393298,2018,LandScan Global
Oman,Musandam,49852,2018,LandScan Global
Oman,Masqat,1289789,2018,LandScan Global
Pakistan,Azad Kashmir,4866209,2018,LandScan Global
Pakistan,Balochistan,9621912,2018,LandScan Global
Pakistan,Federally Administered Tribal Areas,5516110,2018,LandScan Global
Pakistan,Gilgit-Baltistan,1001986,2018,LandScan Global
Pakistan,Islamabad,2468154,2018,LandScan Global
Pakistan,Khyber Pakhtunkhwa,29060547,2018,LandScan Global
Pakistan,Punjab,107354309,2018,LandScan Global
Pakistan,Sindh,47857974,2018,LandScan Global
Panama,Bocas del Toro,144688,2018,LandScan Global
Panama,Chiriqui,430564,2018,LandScan Global
Panama,Cocle,238262,2018,LandScan Global
Panama,Colon,262141,2018,LandScan Global
Panama,Embera-Wounaan,11430,2018,LandScan Global
Panama,Guna Yala,36468,2018,LandScan Global
Panama,Ngobe-Bugle,185229,2018,LandScan Global
Panama,Darien,52084,2018,LandScan Global
Panama,Herrera,107819,2018,LandScan Global
Panama,Los Santos,88337,2018,LandScan Global
Panama,Veraguas,226014,2018,LandScan Global
Paraguay,Alto Paraguay,20409,2018,LandScan Global
Paraguay,Alto Parana,760954,2018,LandScan Global
Paraguay,Amambay,162920,2018,LandScan Global
Paraguay,Asuncion,631736,2018,LandScan Global
Paraguay,Boqueron,60945,2018,LandScan Global
Paraguay,Caaguazu,605324,2018,LandScan Global
Paraguay,Caazapa,192425,2018,LandScan Global
Paraguay,Canindeyu,196169,2018,LandScan Global
Paraguay,Central,1903280,2018,LandScan Global
Paraguay,Concepcion,239383,2018,LandScan Global
Paraguay,Cordillera,312402,2018,LandScan Global
Paraguay,Guaira,235938,2018,LandScan Global
Paraguay,Itapua,621699,2018,LandScan Global
Paraguay,Misiones,137141,2018,LandScan Global
Paraguay,Neembucu,102491,2018,LandScan Global
Paraguay,Paraguari,308035,2018,LandScan Global
Paraguay,Presidente Hayes,107338,2018,LandScan Global
Paraguay,San Pedro,432267,2018,LandScan Global
Peru,Amazonas,403486,2018,LandScan Global
Peru,Ancash,1158692,2018,LandScan Global
Peru,Apurimac,433654,2018,LandScan Global
Peru,Arequipa,1464513,2018,LandScan Global
Peru,Ayacucho,664089,2018,LandScan Global
Peru,Cajamarca,1431239,2018,LandScan Global
Peru,Callao,951411,2018,LandScan Global
Peru,Cusco,1282027,2018,LandScan Global
Peru,Huanuco,769760,2018,LandScan Global
Peru,Huancavelica,374357,2018,LandScan Global
Peru,Ica,906577,2018,LandScan Global
Peru,Junin,1327730,2018,LandScan Global
Peru,La Libertad,1882465,2018,LandScan Global
Peru,Lambayeque,1283561,2018,LandScan Global
Peru,Loreto,935608,2018,LandScan Global
Peru,Madre de Dios,150456,2018,LandScan Global
Peru,Moquegua,184185,2018,LandScan Global
Peru,Pasco,275047,2018,LandScan Global
Peru,Piura,1976971,2018,LandScan Global
Peru,Puno,1253298,2018,LandScan Global
Peru,San Martin,867600,2018,LandScan Global
Peru,Tacna,350635,2018,LandScan Global
Peru,Tumbes,242500,2018,LandScan Global
Peru,Ucayali,527554,2018,LandScan Global
Poland,Dolnoslaskie,2907424,2018,LandScan Global
Poland,Kujawsko-Pomorskie,2079457,2018,LandScan Global
Poland,Lodzkie,2476680,2018,LandScan Global
Poland,Lubelskie,2120887,2018,LandScan Global
Poland,Lubuskie,1014238,2018,LandScan Global
Poland,Malopolskie,3396141,2018,LandScan Global
Poland,Mazowieckie,5376323,2018,LandScan Global
Poland,Opolskie,986996,2018,LandScan Global
Poland,Podkarpackie,2137502,2018,LandScan Global
Poland,Podlaskie,1182200,2018,LandScan Global
Poland,Pomorskie,2311500,2018,LandScan Global
Poland,Slaskie,4530285,2018,LandScan Global
Poland,Swietokrzyskie,1240834,2018,LandScan Global
Poland,Warminsko-Mazurskie,1431895,2018,LandScan Global
Poland,Wielkopolskie,3485225,2018,LandScan Global
Poland,Zachodniopomorskie,1700992,2018,LandScan Global
Republic of the Congo,Bouenza,419164,2018,LandScan Global
Republic of the Congo,Cuvette,221994,2018,LandScan Global
Republic of the Congo,Cuvette-Ouest,83918,2018,LandScan Global
Republic of the Congo,Lekoumou,129692,2018,LandScan Global
Republic of the Congo,Likouala,209713,2018,LandScan Global
Republic of the Congo,Niari,315467,2018,LandScan Global
Republic of the Congo,Plateaux,243651,2018,LandScan Global
Republic of the Congo,Sangha,138752,2018,LandScan Global
Rwanda,Eastern Province,3010614,2018,LandScan Global
Rwanda,Kigali,1321325,2018,LandScan Global
Rwanda,Northern Province,1973715,2018,LandScan Global
Rwanda,Western Province,2871825,2018,LandScan Global
Rwanda,Southern Province,3014065,2018,LandScan Global
Sao Tome and Principe,Principe,8375,2018,LandScan Global
Sao Tome and Principe,Sao Tome,191897,2018,LandScan Global
Saudi Arabia,Al Bahah,514763,2018,LandScan Global
Saudi Arabia,Al Jawf,542667,2018,LandScan Global
Saudi Arabia,Al Madinah al Munawwarah,2120310,2018,LandScan Global
Saudi Arabia,Al Qasim,1501017,2018,LandScan Global
Saudi Arabia,Ar Riyad,8253789,2018,LandScan Global
Saudi Arabia,Asir,2402777,2018,LandScan Global
Saudi Arabia,Ash Sharqiyah,4808813,2018,LandScan Global
Saudi Arabia,Ha'il,750967,2018,LandScan Global
Saudi Arabia,Jazan,1679891,2018,LandScan Global
Saudi Arabia,Makkah al Mukarramah,8445944,2018,LandScan Global
Saudi Arabia,Najran,629747,2018,LandScan Global
Saudi Arabia,Al hudud ash Shamaliyah,395040,2018,LandScan Global
Saudi Arabia,Tabuk,973328,2018,LandScan Global
Senegal,Dakar,3309857,2018,LandScan Global
Senegal,Diourbel,1671436,2018,LandScan Global
Senegal,Fatick,793236,2018,LandScan Global
Senegal,Kaffrine,640295,2018,LandScan Global
Senegal,Kaolack,1066058,2018,LandScan Global
Senegal,Kedougou,170697,2018,LandScan Global
Senegal,Kolda,764803,2018,LandScan Global
Senegal,Louga,932359,2018,LandScan Global
Senegal,Matam,673336,2018,LandScan Global
Senegal,Saint-Louis,1000172,2018,LandScan Global
Senegal,Sedhiou,507877,2018,LandScan Global
Senegal,Tambacounda,776020,2018,LandScan Global
Senegal,Thies,1944526,2018,LandScan Global
Senegal,Ziguinchor,624691,2018,LandScan Global
Serbia,Beograd,1701936,2018,LandScan Global
Serbia,Borski Okrug,117650,2018,LandScan Global
Serbia,Branicevski Okrug,172456,2018,LandScan Global
Serbia,Srednje Banatski Okrug,174516,2018,LandScan Global
Serbia,Podunavski Okrug,189826,2018,LandScan Global
Serbia,Jablanicki Okrug,205479,2018,LandScan Global
Serbia,Kolubarski Okrug,168140,2018,LandScan Global
Serbia,Macvanski Okrug,281077,2018,LandScan Global
Serbia,Moravicki Okrug,203163,2018,LandScan Global
Serbia,Nisavski Okrug,364792,2018,LandScan Global
Serbia,Severno Backi Okrug,181450,2018,LandScan Global
Serbia,Severno Banatski Okrug,140408,2018,LandScan Global
Serbia,Pcinjski Okrug,200201,2018,LandScan Global
Serbia,Pirotski Okrug,87015,2018,LandScan Global
Serbia,Pomoravski Okrug,200728,2018,LandScan Global
Serbia,Rasinski Okrug,232148,2018,LandScan Global
Serbia,Raski Okrug,307082,2018,LandScan Global
Serbia,Juzno Backi Okrug,623360,2018,LandScan Global
Serbia,Juzno Banatski Okrug,283332,2018,LandScan Global
Serbia,Sremski Okrug,302289,2018,LandScan Global
Serbia,Sumadijski Okrug,288912,2018,LandScan Global
Serbia,Toplicki Okrug,86527,2018,LandScan Global
Serbia,Zapadno Backi Okrug,176439,2018,LandScan Global
Serbia,Zajecarski Okrug,110405,2018,LandScan Global
Serbia,Zlatiborski Okrug,273824,2018,LandScan Global
Slovakia,Zilinsky,691845,2018,LandScan Global
Slovakia,Banskobystricky,644733,2018,LandScan Global
Slovakia,Bratislavsky,648266,2018,LandScan Global
Slovakia,Kosicky,802925,2018,LandScan Global
Slovakia,Nitriansky,666247,2018,LandScan Global
Slovakia,Presovsky,823028,2018,LandScan Global
Slovakia,Trenciansky,587255,2018,LandScan Global
Slovakia,Trnavsky,567031,2018,LandScan Global
Solomon Islands,Central,25617,2018,LandScan Global
Solomon Islands,Choiseul,27475,2018,LandScan Global
Solomon Islands,Guadalcanal,180141,2018,LandScan Global
Solomon Islands,Honiara,36772,2018,LandScan Global
Solomon Islands,Isabel,28869,2018,LandScan Global
Solomon Islands,Makira and Ulawa,47356,2018,LandScan Global
Solomon Islands,Malaita,144845,2018,LandScan Global
Solomon Islands,Rennell and Bellona,3184,2018,LandScan Global
Solomon Islands,Temotu,19736,2018,LandScan Global
Solomon Islands,Western,78605,2018,LandScan Global
Somalia,Awdal,605667,2018,LandScan Global
Somalia,Bakool,331587,2018,LandScan Global
Somalia,Banaadir,1507648,2018,LandScan Global
Somalia,Bari,647501,2018,LandScan Global
Somalia,Bay,726533,2018,LandScan Global
Somalia,Galguduud,526448,2018,LandScan Global
Somalia,Gedo,487922,2018,LandScan Global
Somalia,Hiiraan,474848,2018,LandScan Global
Somalia,Jubbada Dhexe,330870,2018,LandScan Global
Somalia,Jubbada Hoose,422214,2018,LandScan Global
Somalia,Mudug,672630,2018,LandScan Global
Somalia,Nugaal,352696,2018,LandScan Global
Somalia,Sanaag,494147,2018,LandScan Global
Somalia,Shabeellaha Dhexe,471279,2018,LandScan Global
Somalia,Shabeellaha Hoose,1025914,2018,LandScan Global
Somalia,Sool,298152,2018,LandScan Global
Somalia,Togdheer,636704,2018,LandScan Global
Somalia,Woqooyi Galbeed,1110093,2018,LandScan Global
South Africa,Eastern Cape,6916929,2018,LandScan Global
South Africa,Free State,2857618,2018,LandScan Global
South Africa,Gauteng,13343801,2018,LandScan Global
South Africa,KwaZulu-Natal,10783418,2018,LandScan Global
South Africa,Limpopo,5778600,2018,LandScan Global
South Africa,Mpumalanga,4309774,2018,LandScan Global
South Africa,North West,3715555,2018,LandScan Global
South Africa,Northern Cape,1186559,2018,LandScan Global
