"st_cnty","night_pop","day_pop"
"48085","1005146","926980"
"48087","2962","2840"
"48089","21217","18829"
"48091","148373","144970"
"48093","13534","12389"
"48095","4276","3724"
"48097","40574","41697"
"48099","74808","69126"
"48101","1389","1279"
"48103","4794","4394"
"48105","3499","3327"
"48107","5779","4979"
"48109","2204","2502"
"48111","7200","7393"
"48113","2637772","3177978"
"48115","12619","12910"
"48117","18760","18673"
"48119","5349","4168"
"48121","859064","669118"
"48123","20187","20910"
"48125","2249","2116"
"48127","10268","8385"
"48129","3316","2905"
"48131","11212","10388"
"48133","18322","19651"
"48135","162124","163440"
"48137","1928","1798"
"48139","179436","150674"
"48141","840681","838534"
"48143","42446","45379"
"48145","17335","13809"
"48147","35286","27236"
"48149","25349","23791"
"48151","3839","3159"
"48153","5837","4856"
"48155","1200","1003"
"48157","787858","598903"
"48159","10766","9359"
"48161","19808","19174"
"48163","19816","17519"
"48165","20901","17721"
"48167","337890","294660"
"48169","6578","6656"
"48171","26804","25684"
"48173","1388","1205"
"48175","7584","6031"
"48177","20826","19531"
"48179","21895","22324"
"48181","133991","124412"
"48183","123707","150113"
"48185","28360","24908"
"48187","163694","126234"
"48189","33830","34821"
"48191","3028","2683"
"48193","8484","7934"
"48195","5463","5357"
"48197","3922","3685"
"48199","57207","46529"
"48201","4698619","5006657"
"48203","66726","67014"
"48205","5619","6479"
"48207","5813","5581"
"48209","222631","196059"
"48211","3825","3963"
"48213","82299","63845"
"48215","865939","837570"
"48217","36354","32765"
"48219","22980","26416"
"48221","60537","52446"
"48223","36810","33878"
"48225","23169","20885"
"48227","36459","37810"
"48229","4720","4160"
"48231","96493","88784"
"48233","21198","21937"
"48235","1522","1622"
"48237","8843","8356"
"48239","14874","14409"
"48241","35520","32124"
"48243","2252","11949"
"48245","255001","287775"
"48247","5248","5199"
"48249","40822","41762"
"48251","171361","148545"
"48253","19817","17403"
"48255","15650","15732"
"48257","128622","105020"
"48259","45641","41277"
"48261","442","701"
"48263","726","641"
"48265","52405","59367"
"48267","4362","4189"
"48269","277","277"
"48271","3767","3528"
"48273","31129","35373"
"48275","3649","3202"
"48277","49728","52111"
"48279","13158","12633"
"48281","21229","16164"
"48283","7531","7144"
"48285","20110","17023"
"48287","17144","16093"
"48289","17270","15593"
"48291","86323","75788"
"48293","23383","22689"
"48295","3355","2978"
"48297","11672","10571"
"48299","21646","18409"
"48301","152","163"
"48303","307412","317146"
"48305","5877","5245"
"48307","7987","7708"
"48309","254607","279120"
"48311","749","814"
"48313","14422","15539"
"48315","9928","7251"
"48317","5753","5338"
"48319","4280","3882"
"48321","36552","32910"
"48323","58485","57841"
"48325","50921","42292"
"48327","2139","1759"
"48329","172578","176335"
"48331","25131","21314"
"48333","4921","4246"
"48335","8145","7830"
"48337","19596","16222"
"48339","590925","521066"
"48341","21485","21737"
"48343","12339","11609"
"48345","1234","1061"
"48347","65711","67131"
"48349","49565","49955"
"48351","13746","9788"
"48353","14751","14987"
"48355","362265","378079"
"48357","9947","10472"
"48359","2131","2495"
"48361","83572","73292"
"48363","28875","25123"
"48365","23148","22704"
"48367","138371","114610"
"48369","9864","11596"
"48371","15673","15781"
"48373","50031","45243"
"48375","119648","153428"
"48377","6948","6445"
"48379","12159","8514"
"48381","136271","101036"
"48383","3741","4125"
"48385","3478","3259"
"48387","12175","10304"
"48389","15695","14049"
"48391","7032","6720"
"48393","903","781"
"48395","17284","14256"
"48397","100657","81957"
"48399","10234","8017"
"48401","54450","49128"
"48403","10589","11181"
"48405","8232","7531"
"48407","28719","18897"
"48409","66893","59895"
"48411","6054","5213"
"48413","2895","2323"
"48415","16866","17942"
"48417","3253","2770"
"48419","25418","24140"
"48421","3079","3082"
"48423","230221","238001"
"48425","9016","9642"
"48427","64409","53201"
"48429","9427","8109"
"48431","1311","1485"
"48433","1362","1357"
"48435","3758","4531"
"48437","7462","7142"
"48439","2084931","2023507"
"48441","137640","143063"
"48443","823","605"
"48445","12287","11199"
"48447","1515","1392"
"48449","33033","38634"
"48451","118189","118847"
"48453","1248743","1335583"
"48455","14740","12351"
"48457","21696","20311"
"48459","41260","31755"
"48461","3671","3947"
"48463","26846","29792"
"48465","49208","50722"
"48467","56019","43675"
"48469","92035","89946"
"48471","70001","80361"
"48473","53126","49529"
"48475","11720","10653"
"48477","35108","42166"
"48479","275910","283106"
"48481","41619","39954"
"48483","5191","5288"
"48485","132064","134597"
"48487","12820","15217"
"48489","21515","19525"
"48491","566719","463895"
"48493","50224","33474"
"48495","7720","6813"
"48497","68305","58708"
"48499","45129","39393"
"48501","8591","9278"
"48503","18045","17191"
"48505","14190","13237"
"48507","11983","11541"
"49001","6580","5270"
"49003","54950","50463"
"49005","127068","124565"
"49007","20269","20403"
"49009","980","1069"
"49011","351713","322862"
"49013","19964","20094"
"49015","10014","8983"
"49017","5080","5337"
"49019","9764","9945"
"49021","52775","51897"
"49023","11555","9756"
"49025","7709","7622"
"49027","13006","11859"
"49029","12045","8969"
"49031","1445","1341"
"49033","2464","2124"
"49035","1152633","1244633"
"49037","15449","13611"
"49039","30623","28598"
"49041","21539","21511"
"49043","41933","45683"
"49045","69907","55107"
"49047","35438","35402"
"49049","622213","594223"
"49051","33240","27260"
"49053","171700","167934"
"49055","2690","2468"
"49057","256359","231779"
"50001","36973","33854"
"50003","35631","38413"
"50005","30302","27355"
"50007","164572","188353"
"50009","6250","4710"
"50011","49421","42189"
"50013","7090","4201"
"50015","25300","25524"
"50017","28999","22813"
"50019","26907","26714"
"50021","58672","58975"
"50023","58140","62646"
"50025","42756","46181"
"50027","55286","52163"
"51001","32412","31563"
"51003","108718","124536"
"51005","14910","12818"
"51007","13013","9553"
"51009","31666","25925"
"51011","15841","12788"
"51013","237521","285902"
"51015","75457","70184"
"51017","4292","4026"
"51019","78808","59797"
"51021","6293","5548"
"51023","33277","27531"
"51025","16384","14202"
"51027","21221","21991"
"51029","16999","14014"
"51031","54973","47940"
"51033","30772","21808"
"51035","29636","23047"
"51036","6941","5146"
"51037","11938","10454"
"51041","348556","321119"
"51043","14523","11598"
"51045","5064","3565"
"51047","51859","44044"
"51049","9809","7159"
"51051","14523","13788"
"51053","28529","25391"
"51057","10919","9869"
"51059","1150795","1199283"
"51061","70675","58057"
"51063","15795","11452"
"51065","26783","17699"
"51067","56195","47125"
"51069","88355","77041"
"51071","16844","14095"
"51073","37349","29050"
"51075","23244","29260"
"51077","15631","10871"
"51079","19779","14343"
"51081","11627","12647"
"51083","34120","32651"
"51085","107239","104646"
"51087","329261","357883"
"51089","50953","46212"
"51091","2210","1595"
"51093","36953","29812"
"51095","76397","70639"
"51097","7042","4372"
"51099","26575","26125"
"51101","16939","12669"
"51103","10783","10667"
"51105","23541","19837"
"51107","406850","366899"
"51109","36778","28191"
"51111","12086","9434"
"51113","13295","9785"
"51115","8802","6601"
"51117","30650","31291"
"51119","10769","9415"
"51121","98985","106629"
"51125","14836","11907"
"51127","22391","15278"
"51131","11735","12192"
"51133","12147","9500"
"51135","15420","15682"
"51137","36644","30898"
"51139","23933","18433"
"51141","17673","16415"
"51143","60949","44580"
"51145","29189","22372"
"51147","22950","25483"
"51149","38082","39585"
"51153","468011","374366"
"51155","34066","35205"
"51157","7252","5469"
"51159","9038","8893"
"51161","94073","87349"
"51163","22752","18482"
"51165","81244","76501"
"51167","26748","23446"
"51169","21534","18308"
"51171","43497","36951"
"51173","30472","30221"
"51175","17586","12925"
"51177","134238","109496"
"51179","149960","125299"
"51181","6474","5484"
"51183","11237","10590"
"51185","40855","42404"
"51187","40003","33533"
"51191","54402","51952"
"51193","17830","12532"
"51195","38012","39260"
"51197","28754","28009"
"51199","67846","60272"
"51510","160530","170723"
"51520","16482","18830"
"51530","6237","6425"
"51540","48117","70066"
"51550","242634","223218"
"51570","17833","20757"
"51580","5460","7528"
"51590","40693","52084"
"51595","5121","5995"
"51600","24574","34812"
"51610","14772","18047"
"51620","8013","8897"
"51630","29144","43913"
"51640","6423","10534"
"51650","134313","130307"
"51660","54033","68505"
"51670","22596","22218"
"51678","7136","12523"
"51680","82126","106382"
"51683","41641","45251"
"51685","17307","12527"
"51690","12902","17189"
"51700","178626","202823"
"51710","244076","306857"
"51720","3968","6227"
"51730","31567","32449"
"51735","12190","7760"
"51740","94632","107607"
"51750","18339","20392"
"51760","228783","302341"
"51770","99920","125605"
"51775","25643","35494"
"51790","24922","25763"
"51800","91185","80063"
"51810","450189","410608"
"51820","22628","22484"
"51830","14896","27554"
"51840","28108","44021"
"53001","19759","19922"
"53003","22610","19401"
"53005","201877","198562"
"53007","77036","82914"
"53009","76737","75936"
"53011","481857","424230"
"53013","4059","3551"
"53015","108987","106887"
"53017","42907","35541"
"53019","7649","6921"
"53021","94347","94103"
"53023","2247","2102"
"53025","97331","95858"
"53027","73901","72060"
"53029","84460","67599"
"53031","31729","29616"
"53033","2233163","2506871"
"53035","269805","248495"
"53037","47364","45404"
"53039","22107","20222"
"53041","79604","76561"
"53043","10740","9325"
"53045","65507","56835"
"53047","42132","45339"
"53049","22036","21337"
"53051","13602","12039"
"53053","891299","820567"
"53055","17128","15914"
"53057","128206","126142"
"53059","11924","9113"
"53061","814901","691699"
"53063","514631","533726"
"53065","45260","39721"
"53067","286419","275332"
"53069","4426","3830"
"53071","60922","66146"
"53073","225685","222225"
"53075","49791","57253"
"53077","251446","254119"
"54001","16535","14276"
"54003","117123","102653"
"54005","21951","20745"
"54007","14089","13316"
"54009","22203","21313"
"54011","93224","115324"
"54013","7254","6313"
"54015","8632","7758"
"54017","8406","6477"
"54019","43018","39541"
"54021","8026","8392"
"54023","11626","9979"
"54025","34786","35644"
"54027","23347","17476"
"54029","29094","27723"
"54031","13775","15282"
"54033","67554","75674"
"54035","28706","25351"
"54037","56811","46055"
"54039","180454","217303"
"54041","16024","16593"
"54043","20599","16656"
"54045","32607","34740"
"54047","18223","19157"
"54049","56097","53484"
"54051","30785","30626"
"54053","26718","23912"
"54055","59131","61286"
"54057","26940","24792"
"54059","23785","23796"
"54061","106420","124380"
"54063","13280","9911"
"54065","17787","13408"
"54067","24842","24288"
"54069","41755","54957"
"54071","6997","5602"
"54073","7507","7840"
"54075","8414","8320"
"54077","33839","26968"
"54079","56682","53723"
"54081","74254","82421"
"54083","28823","30682"
"54085","9721","9251"
"54087","13932","12418"
"54089","12760","11019"
"54091","16862","12685"
"54093","6955","6805"
"54095","8746","8137"
"54097","24415","24018"
"54099","39944","34994"
"54101","8285","7361"
"54103","15270","14618"
"54105","5830","4641"
"54107","84203","88884"
"54109","20786","19860"
"55001","20348","16573"
"55003","15600","17475"
"55005","45164","46614"
"55007","15042","11813"
"55009","263378","293267"
"55011","13125","10574"
"55013","15392","13391"
"55015","50159","35421"
"55017","64135","56819"
"55019","34709","28162"
"55021","57358","52366"
"55023","16291","16084"
"55025","542364","605842"
"55027","87847","79179"
"55029","27610","30137"
"55031","43208","38017"
"55033","45131","42742"
"55035","104534","115820"
"55037","4321","3112"
"55039","103066","97664"
"55041","8991","8638"
"55043","51554","47474"
"55045","36929","33610"
"55047","18918","16485"
"55049","23771","21034"
"55051","5676","5140"
"55053","20478","19235"
"55055","85129","77944"
"55057","26617","23760"
"55059","169290","161977"
"55061","20383","17383"
"55063","118230","133333"
"55065","16665","11212"
"55067","19268","18549"
"55069","27689","25194"
"55071","79074","75583"
"55073","135428","138218"
"55075","40434","44225"
"55077","15434","11997"
"55078","4658","5154"
"55079","948201","1032484"
"55081","46051","44577"
"55083","37830","26636"
"55085","35470","35766"
"55087","187365","209612"
"55089","89147","83835"
"55091","7289","5925"
"55093","42555","32815"
"55095","43598","37382"
"55097","70942","71918"
"55099","13397","12437"
"55101","196584","178570"
"55103","17377","14234"
"55105","163129","151861"
"55107","14147","12800"
"55109","89694","73510"
"55111","64249","69442"
"55113","16489","16116"
"55115","40796","32352"
"55117","115456","119466"
"55119","20412","18219"
"55121","29442","29614"
"55123","30785","24415"
"55125","21938","20722"
"55127","103718","93791"
"55129","15878","15007"
"55131","135693","119031"
"55133","403072","445698"
"55135","51128","47164"
"55137","24263","19117"
"55139","171020","186129"
"55141","73055","82076"
"56001","38601","38412"
"56003","11881","11417"
"56005","46140","49685"
"56007","14971","14445"
"56009","13640","12311"
"56011","7450","6211"
"56013","39531","37350"
"56015","13376","11944"
"56017","4555","4437"
"56019","8460","8161"
"56021","98976","100525"
"56023","19434","17236"
"56025","79115","82820"
"56027","2388","2640"
"56029","29324","29150"
"56031","8566","8001"
"56033","30233","30931"
"56035","9813","9677"
"56037","43051","46438"
"56039","23081","30501"
"56041","20299","20130"
"56043","7885","7832"
"56045","6967","5862"
"15005","88","86"
"15007","72133","69987"
"15001","200983","183266"
"15003","980080","1020425"
"15009","167207","161494"
"02013","3515","3457"
"02016","5723","5263"
"02020","291538","300903"
"02050","18216","17264"
"02060","877","1650"
"02068","2059","3794"
"02070","5000","5747"
"02090","98971","95541"
"02100","2474","2418"
"02105","2151","1880"
"02110","32113","31603"
"02122","58533","53278"
"02130","13918","14899"
"02150","13345","13605"
"02158","8303","7575"
"02164","1587","1706"
"02170","107610","82411"
"02180","10008","8658"
"02185","9872","18947"
"02188","7671","7749"
"02195","3221","2998"
"02198","6422","5786"
"02220","8647","9024"
"02230","1148","1345"
"02240","6918","7625"
"02261","9164","9043"
"02275","2503","2295"
"02282","604","614"
"02290","5327","5593"
